Building,Business,Entertainment,Medicine,Otdoor,Religion,Residence,Restaurant,School,Shopping,Snackbar,Sports,Traffic
10036,1,2,1,1,0,1,0,0,0,0,0,1,0
10037,1,1,3,1,0,0,0,0,0,0,1,0,0
10038,0,1,3,1,3,1,3,0,0,0,1,0,1
10039,0,1,1,0,0,0,0,0,0,0,0,0,0
10040,1,1,3,1,0,0,0,0,0,0,1,0,0
10041,1,1,3,1,0,1,0,0,0,0,1,0,0
10042,1,1,3,1,0,1,0,0,0,0,1,0,0
10043,0,0,0,0,0,0,1,0,0,0,0,0,0
10044,0,0,0,0,0,0,1,0,0,0,0,0,0
10045,0,0,0,0,0,0,1,0,0,0,0,0,0
10046,0,0,0,0,0,1,1,0,0,0,0,0,0
10047,1,0,4,0,0,0,0,0,0,3,0,0,0
10048,1,1,3,1,0,1,0,0,0,0,1,0,0
10049,1,4,2,0,0,2,2,1,0,0,1,1,1
10050,2,6,3,2,2,0,1,0,0,0,0,0,6
10051,2,6,3,2,2,0,1,0,0,0,0,0,6
10052,0,0,0,0,0,0,1,0,0,0,0,0,0
10053,0,0,0,0,0,0,1,0,0,0,0,0,0
10054,1,2,2,1,0,0,0,0,0,0,1,0,0
10055,1,2,3,1,0,0,0,0,0,0,1,0,0
10056,1,2,3,1,0,1,0,0,0,0,1,0,0
10057,1,1,3,1,0,0,0,0,0,0,1,0,0
10058,1,4,1,0,0,3,3,1,0,0,1,1,1
10059,1,3,1,0,0,2,2,1,0,0,1,1,1
10060,0,0,0,0,0,3,1,0,0,0,1,0,0
10061,0,2,0,0,0,2,1,0,0,0,0,0,0
10062,0,3,1,0,0,2,1,1,0,0,0,0,1
10063,1,0,0,0,0,0,0,0,0,0,0,0,0
10064,1,0,0,0,0,0,0,0,0,0,0,0,0
10065,2,1,1,0,0,2,0,0,0,0,1,0,1
10066,2,6,3,2,2,0,1,0,0,0,0,0,6
10067,2,6,3,2,2,0,1,0,0,0,0,0,6
10068,0,0,3,0,0,0,0,0,0,0,1,0,0
10069,0,0,3,0,0,0,0,0,0,0,1,0,0
10070,0,0,1,0,0,0,0,0,0,0,0,0,0
10071,1,2,2,1,0,1,0,0,0,0,1,0,0
10072,1,2,3,1,0,1,0,0,0,0,1,0,0
10073,1,2,3,1,0,0,0,0,0,0,1,0,0
10074,1,1,3,1,0,0,0,0,0,0,1,0,0
10075,0,1,0,0,0,0,1,0,0,0,0,0,0
10076,3,3,17,0,2,1,4,0,1,8,1,0,0
10077,0,1,9,0,0,2,1,0,1,3,0,0,0
10078,1,1,12,3,0,1,1,0,0,0,0,0,0
10079,1,1,5,1,0,1,0,0,0,0,0,0,0
10080,1,0,6,1,0,1,0,0,0,0,0,0,0
10081,1,0,6,1,0,1,0,0,0,0,0,0,0
10082,1,0,9,1,0,1,0,0,0,0,0,0,0
10083,1,0,12,3,0,0,1,0,0,0,0,0,0
10084,1,0,1,0,0,1,0,0,0,1,0,0,0
10085,1,0,1,0,0,1,0,0,0,0,0,0,0
10086
10087
10088,1,1,2,1,0,0,0,0,0,0,1,0,0
10089,2,0,14,3,0,0,3,0,0,0,0,0,0
10090,1,0,1,0,0,1,0,0,0,1,0,0,0
10091,1,0,1,0,0,1,0,0,0,1,0,0,0
10092,2,3,0,0,0,0,1,0,0,0,0,0,2
10093,0,0,0,0,0,0,1,0,0,0,0,0,0
10094,3,1,15,3,1,3,3,0,0,0,1,1,0
10095,1,2,2,1,0,1,0,0,0,0,2,0,0
10096,3,1,14,3,1,3,3,0,0,0,1,1,0
10097,3,1,11,3,1,3,2,0,0,0,1,1,0
10098,0,1,1,0,0,2,0,0,0,0,1,0,1
10099,1,1,10,2,0,0,1,0,0,0,0,0,0
10100,0,0,8,2,0,0,1,0,0,0,0,0,0
10101,2,1,6,2,1,2,3,0,0,0,1,1,0
10102,1,1,3,1,0,0,0,0,0,0,1,0,0
10103,0,1,1,0,0,2,0,0,0,0,1,0,1
10104,0,1,1,0,0,3,0,0,0,0,1,0,1
10105,0,1,1,0,0,3,0,0,0,0,1,0,1
10106,1,0,0,0,0,0,1,0,0,0,0,0,0
10107,1,0,0,0,0,0,1,0,0,0,0,0,0
10108,1,3,2,1,0,1,1,0,0,0,1,0,1
10109,2,6,2,1,3,2,3,0,1,0,2,0,3
10110,1,0,0,0,0,0,0,0,0,0,0,0,0
10111,1,0,0,0,0,0,0,0,0,0,0,0,0
10112,1,0,0,0,0,0,0,0,0,0,0,0,0
10113,2,6,2,1,3,2,3,0,1,0,2,0,3
10114,1,3,2,1,0,1,1,0,0,0,2,0,2
10115,0,1,1,0,0,3,0,0,0,0,1,0,1
10116
10117,2,1,1,0,0,0,0,0,0,0,0,0,1
10118,2,1,1,0,0,0,0,0,0,0,0,0,1
10119,1,0,0,0,0,0,1,0,0,0,0,0,0
10120,0,0,0,0,0,0,0,0,0,0,1,0,0
10121,0,0,0,0,0,0,0,0,0,0,1,0,0
10122,0,0,0,0,0,1,0,0,0,0,0,0,0
10123,0,0,1,0,0,1,0,0,0,0,0,0,1
10124,0,0,1,0,0,1,0,0,0,0,0,0,1
10125,0,0,1,0,0,1,0,0,0,0,0,0,1
10126,0,1,0,0,1,0,0,0,0,0,0,0,0
10127
10128,0,2,3,0,1,2,2,0,0,0,1,1,0
10129,0,0,2,2,0,0,0,0,0,0,0,0,0
10130,0,0,4,2,0,0,0,0,0,0,0,0,0
10131,0,1,0,0,0,0,1,0,0,0,0,0,0
10132,0,1,0,0,0,0,1,0,0,0,0,0,0
10133,0,0,0,0,1,0,0,0,0,0,0,0,0
10134,0,1,8,1,4,0,6,0,0,0,0,0,3
10135,0,1,6,2,4,1,5,0,0,0,1,0,2
10136,0,1,0,0,1,0,0,0,0,0,0,0,0
10137,1,1,0,0,1,0,0,0,0,0,0,0,0
10138,1,2,1,0,1,2,2,0,0,0,1,1,1
10139,2,1,1,0,0,1,0,0,0,0,0,0,1
10140,1,0,3,2,2,0,1,0,1,0,0,0,0
10141,1,0,3,2,2,0,1,0,1,0,0,0,1
10142,0,0,0,0,0,1,0,0,0,0,1,0,0
10143,0,0,0,0,0,1,0,0,0,0,2,0,0
10144,2,1,1,0,0,1,0,0,0,0,0,0,1
10145,1,0,8,4,0,0,3,0,0,0,1,0,0
10146,0,1,0,0,0,0,1,0,0,0,0,0,0
10147,0,1,0,0,0,0,1,0,0,0,0,0,0
10148,0,1,0,0,0,1,0,0,0,0,0,0,0
10149,0,0,0,0,0,1,0,0,0,0,0,0,0
10150,0,2,1,0,0,2,1,1,0,0,0,0,1
10151,1,1,1,0,0,1,0,0,0,0,0,0,0
10152,0,1,0,0,0,0,2,0,0,0,0,0,1
10153,2,1,1,0,0,1,0,0,0,0,0,0,1
10154,1,2,1,1,0,0,0,0,0,0,1,0,0
10155,1,2,1,1,0,0,0,0,0,0,1,0,0
10156,0,1,0,0,0,1,0,0,0,0,0,0,0
10157,0,1,1,0,0,2,0,0,0,0,1,0,1
10158,2,1,1,0,0,1,0,0,0,0,0,0,1
10159,2,1,1,0,0,1,0,0,0,0,0,0,1
10160,1,3,2,1,0,1,1,0,0,0,2,0,2
10161,1,3,2,2,0,1,1,0,0,0,1,0,1
10162,0,2,1,1,0,0,0,0,0,0,1,0,1
10163,0,1,0,1,0,0,0,0,0,0,0,0,0
10164,0,1,0,1,0,0,0,0,0,0,0,0,0
10165,0,1,0,1,0,0,0,0,0,0,0,0,0
10166,0,2,0,1,0,0,0,0,0,0,0,0,0
10167,0,2,1,1,0,0,0,0,0,0,1,0,1
10168,0,0,0,0,1,0,0,0,0,0,1,0,0
10169,0,0,0,0,1,0,0,0,0,0,1,0,0
10170,2,4,0,0,0,3,0,0,0,1,2,0,1
10171,2,4,0,0,1,1,0,0,0,0,2,0,1
10172,0,0,0,0,1,0,0,0,0,0,1,0,0
10173,1,3,1,0,1,2,2,1,0,0,1,1,1
10174,1,2,1,0,1,2,1,0,0,0,2,1,1
10175,0,3,1,0,0,3,1,1,0,0,0,1,1
10176,0,2,1,0,0,2,1,1,0,0,0,0,1
10177,0,2,1,0,0,2,1,1,0,0,0,0,1
10178,0,1,0,0,0,2,1,1,0,0,0,0,1
10179,2,1,1,0,0,2,0,0,0,0,0,0,1
10180,2,0,1,0,0,0,0,0,0,0,0,0,1
10181,2,1,1,0,0,0,0,0,0,0,0,0,1
10182,2,1,1,0,0,0,0,0,0,0,0,0,1
10183,4,7,15,3,4,10,4,0,0,3,0,1,2
10184,3,3,8,1,3,3,3,0,0,2,1,0,4
10185,8,6,10,0,6,7,3,0,0,4,1,0,4
10186,4,3,1,0,4,5,0,0,0,2,0,0,2
10187,2,2,0,0,2,2,2,0,0,0,0,0,2
10188,0,1,0,0,0,0,0,0,0,0,0,0,0
10189,0,0,0,0,0,1,0,0,0,0,1,0,0
10190,0,0,0,0,0,1,0,0,0,0,2,0,0
10191,0,0,0,0,0,1,0,0,0,0,2,0,0
10192,1,2,0,0,0,0,0,0,0,0,0,0,0
10193,1,1,0,0,0,0,1,0,0,0,0,0,0
10194,0,0,1,0,0,0,2,0,0,0,0,0,0
10195,1,1,0,0,0,1,0,0,0,0,0,0,0
10196,1,2,0,0,0,0,0,0,0,0,0,0,0
10197,1,2,0,0,0,0,0,0,0,0,0,0,0
10198,1,2,0,0,0,2,0,0,0,0,0,0,0
10199,0,1,0,0,0,3,0,0,0,0,0,0,0
10200,1,2,0,0,0,2,0,0,0,0,0,0,0
10201,0,1,0,0,0,2,0,0,0,0,0,0,0
10202,0,1,0,0,0,2,0,0,0,0,0,0,0
10203,1,0,3,0,0,1,0,0,0,0,0,0,0
10204,1,0,2,0,0,1,0,0,0,0,0,0,0
10205,0,1,1,1,2,0,0,0,1,0,0,0,1
10206,0,1,0,1,0,0,0,0,0,0,0,0,0
10207,0,1,5,2,6,0,2,0,2,0,0,0,1
10208,0,0,1,0,0,4,0,0,0,0,1,0,1
10209,3,2,1,0,0,0,1,0,0,0,0,0,2
10210,4,0,2,2,0,0,2,0,0,0,1,1,1
10211,2,0,1,2,0,0,2,0,0,0,0,0,1
10212,0,6,11,2,8,4,12,1,1,1,4,0,9
10213,4,0,2,2,0,0,2,0,0,0,1,1,1
10214,3,0,2,1,0,0,1,0,0,0,0,0,1
10215,0,0,1,0,0,1,0,0,2,0,0,0,1
10216,0,0,1,0,0,2,0,0,2,0,0,0,1
10217,1,0,1,0,0,4,1,0,2,0,2,0,0
10218,1,0,0,0,0,3,1,0,0,0,2,0,0
10219,2,1,2,0,2,0,3,0,0,1,1,1,0
10220,2,2,12,1,2,2,4,0,1,5,1,0,0
10221,1,1,13,0,0,2,3,0,1,3,0,1,1
10222,1,0,5,0,0,1,2,0,0,0,0,1,1
10223,1,0,3,0,0,1,2,0,0,0,0,1,1
10224,1,1,0,0,0,1,0,0,0,0,0,0,0
10225,0,2,0,1,0,0,0,0,0,0,0,0,0
10226,0,1,0,1,0,0,0,0,0,0,0,0,0
10227,0,0,0,0,0,0,0,0,0,0,0,0,1
10228,1,2,1,0,0,4,2,1,0,0,1,1,1
10229,1,2,1,0,0,4,2,1,0,0,1,1,1
10230,1,2,1,0,0,2,1,1,0,0,1,1,1
10231,1,2,1,0,0,2,1,1,0,0,1,1,1
10232,1,1,2,3,0,0,1,0,0,0,1,0,1
10233,2,5,1,0,0,3,1,1,0,0,1,1,1
10234,1,1,0,0,0,1,0,0,0,0,0,0,0
10235,1,3,1,0,0,3,1,1,0,0,1,1,1
10236,1,0,3,0,0,0,2,0,0,0,0,1,1
10237,1,0,5,0,0,0,2,0,0,0,0,1,1
10238,1,1,13,0,0,1,3,0,1,3,0,1,1
10239,2,2,12,0,2,1,4,0,1,5,1,0,0
10240,1,1,0,0,2,2,0,0,0,0,0,0,2
10241,1,2,0,0,2,4,0,0,0,0,0,1,2
10242,0,2,1,1,2,3,0,0,0,0,0,1,0
10243,2,3,3,2,4,2,3,0,0,1,1,1,0
10244,0,1,1,1,0,4,0,0,0,0,0,0,0
10245,1,2,0,0,0,3,0,0,0,0,0,0,0
10246
10247
10248,1,2,1,0,0,4,2,1,0,0,1,1,2
10249,1,2,1,0,0,4,2,1,0,0,1,1,1
10250,0,0,0,0,0,0,1,0,0,0,0,0,1
10251,0,0,0,0,0,1,1,0,0,0,0,0,1
10252,0,0,0,0,0,1,0,0,0,0,0,0,0
10253,0,1,0,1,0,0,0,0,0,0,0,0,0
10254,0,0,0,1,0,0,0,0,0,0,0,0,0
10255,0,0,0,1,0,0,0,0,0,0,0,0,0
10256,0,0,0,0,0,1,0,0,0,0,2,0,0
10257,1,0,0,0,0,0,0,0,0,0,2,0,0
10258
10259
10260,0,0,7,1,0,0,0,0,0,0,0,0,0
10261,1,0,6,1,0,0,0,0,0,0,0,0,0
10262,1,1,0,1,0,0,0,0,0,0,0,0,0
10263,0,0,7,1,0,0,0,0,0,0,0,0,0
10264,1,1,1,0,0,1,0,0,0,0,0,0,0
10265,1,0,1,0,0,0,1,0,0,0,0,0,0
10266
10267
10268,2,3,0,0,0,2,1,0,0,0,2,0,1
10269,2,5,0,0,0,2,1,1,0,0,1,1,1
10270,2,5,0,0,0,3,1,0,0,1,1,1,1
10271,2,4,0,0,0,2,0,0,0,1,1,0,0
10272,1,1,0,0,0,1,0,0,0,0,0,0,0
10273,0,1,0,0,0,0,0,0,0,0,0,0,0
10274,1,0,0,0,0,2,0,0,2,0,2,0,0
10275,2,0,0,0,0,4,1,0,2,0,2,0,0
10276,2,4,0,0,0,3,1,0,0,1,1,0,1
10277,0,0,0,0,0,1,1,0,0,0,0,0,1
10278,0,1,0,0,0,2,1,1,0,0,0,0,1
10279,1,3,1,0,1,3,1,1,0,0,0,1,1
10280,1,1,1,0,1,2,0,0,0,0,0,0,0
10281,1,0,1,0,0,0,1,0,0,0,0,0,0
10282,0,0,1,0,0,0,1,0,0,0,0,0,2
10283,0,0,0,0,0,0,1,0,0,0,0,0,2
10284,0,0,0,0,0,0,1,0,0,0,0,0,0
10285,1,0,1,0,0,0,1,0,0,0,0,0,0
10286,0,0,1,0,0,0,1,0,0,0,0,0,2
10287,0,0,0,0,0,0,1,0,0,0,0,0,2
10288,0,0,0,0,0,0,1,0,0,0,0,0,0
10289,0,1,1,1,1,1,0,0,0,0,1,0,0
10290,0,0,1,0,1,0,0,0,0,0,1,0,0
10291,0,0,2,1,1,0,0,0,0,0,0,0,0
10292,1,1,5,0,3,0,0,0,1,0,0,0,0
10293,2,3,11,2,3,0,0,0,1,0,0,0,0
10294
10295,0,0,1,0,0,1,0,0,0,0,0,0,1
10296,4,0,2,2,0,0,2,0,0,0,1,0,1
10297,3,0,3,0,0,0,1,0,0,0,1,2,0
10298,2,4,0,0,0,1,0,0,0,0,2,0,1
10299,2,0,0,0,0,1,0,0,0,0,0,0,0
10300,3,0,2,0,0,1,4,0,0,0,0,0,5
10301,0,0,0,0,0,0,0,0,0,0,1,0,0
10302,1,1,11,3,1,4,0,0,0,0,1,0,0
10303,1,0,10,1,1,1,0,0,0,0,0,0,0
10304
10305,0,0,0,1,0,0,0,0,0,0,0,0,0
10306,0,1,0,1,0,0,0,0,0,0,0,0,0
10307,0,1,0,1,0,0,0,0,0,0,0,0,0
10308,0,1,0,1,0,0,0,0,0,0,1,0,0
10309,1,0,0,0,0,2,0,0,0,0,1,0,0
10310,1,0,11,1,1,1,0,0,0,0,0,0,0
10311,0,0,6,1,0,0,0,0,0,0,0,0,0
10312,1,0,7,1,0,1,0,0,0,0,0,0,0
10313,1,1,10,2,1,4,0,0,0,0,1,0,0
10314,0,1,0,1,0,0,0,0,0,0,1,0,0
10315,0,1,0,1,0,0,0,0,0,0,0,0,0
10316,0,1,0,1,0,0,0,0,0,0,0,0,0
10317,0,0,0,1,0,0,0,0,0,0,0,0,0
10318
10319,0,2,1,1,2,2,0,0,0,0,0,1,0
10320,0,5,1,1,2,4,0,0,0,0,0,1,0
10321,0,0,4,2,0,0,1,0,0,0,0,0,1
10322,1,4,0,0,0,3,0,0,0,2,1,0,0
10323,1,4,0,0,0,3,0,0,0,2,0,0,0
10324,1,5,1,0,2,4,0,0,0,2,0,0,0
10325,1,2,1,0,2,2,0,0,0,0,0,0,1
10326,1,2,1,0,3,1,0,0,0,0,0,0,1
10327,1,2,0,0,3,1,0,0,0,0,0,0,1
10328,2,2,0,0,3,2,0,0,0,0,0,0,2
10329,0,1,0,1,0,3,0,0,0,0,0,0,0
10330,1,2,6,0,1,4,0,0,0,0,1,0,0
10331,1,0,7,1,0,1,0,0,0,0,0,0,0
10332,1,2,1,0,1,2,0,1,0,0,0,0,1
10333,1,1,1,0,1,2,0,0,0,0,0,0,0
10334,1,1,1,0,1,2,0,0,0,0,0,0,0
10335,1,1,1,0,1,2,0,0,0,0,0,0,0
10336,1,1,1,0,1,2,0,0,0,0,0,0,1
10337,1,0,6,1,0,1,0,0,0,0,0,0,0
10338,1,1,1,0,1,3,0,0,0,0,0,0,1
10339,2,0,0,0,0,1,0,0,2,0,1,0,0
10340,0,0,0,0,0,1,0,0,2,0,0,0,0
10341,1,0,6,1,0,1,0,0,0,0,0,0,0
10342,1,0,6,1,0,1,0,0,0,0,0,0,0
10343,2,5,0,0,0,2,1,0,0,1,1,0,1
10344,1,0,6,1,0,1,0,0,0,0,0,0,0
10345,1,0,1,0,0,0,0,0,0,0,0,0,0
10346,1,0,1,0,0,0,0,0,0,0,0,0,0
10347,2,1,1,0,0,0,1,0,0,0,0,1,0
10348,2,2,1,0,0,0,1,0,0,0,0,3,2
10349,0,0,1,0,1,4,1,0,0,2,0,0,1
10350,1,0,1,0,1,5,1,0,2,2,0,0,1
10351,1,0,0,0,0,2,0,0,1,0,1,0,0
10352,0,2,0,0,0,3,0,0,0,0,0,0,0
10353,0,0,0,2,0,0,0,0,0,0,1,0,1
10354,0,0,0,1,0,0,0,0,0,0,1,1,0
10355,3,7,1,0,0,0,2,0,0,0,0,3,2
10356,2,6,1,0,0,0,2,0,0,0,0,2,2
10357,3,9,1,0,0,0,2,0,0,0,0,4,2
10358,0,2,0,0,0,3,0,0,0,0,0,0,0
10359,0,1,0,0,0,3,0,0,0,0,0,0,0
10360,1,0,1,3,0,0,1,0,0,0,1,1,0
10361,0,0,0,2,0,0,0,0,0,0,1,0,0
10362,2,5,1,0,0,0,1,0,0,0,0,3,2
10363,2,1,1,0,0,0,1,0,0,0,0,2,2
10364
10365,1,1,0,0,0,0,1,0,0,0,0,0,0
10366,2,6,1,0,0,0,1,0,0,0,0,3,2
10367,2,6,0,0,0,0,1,0,0,0,1,3,2
10368,1,0,0,0,0,3,0,0,2,0,2,0,0
10369,1,0,0,0,0,2,0,0,0,0,1,0,0
10370,0,0,1,0,1,4,1,0,0,2,0,0,0
10371,0,0,1,0,1,5,1,0,0,2,0,0,1
10372,0,0,1,0,1,5,1,0,0,2,0,0,1
10373,0,2,3,0,0,4,0,0,0,0,0,0,0
10374,1,1,8,3,2,0,0,0,0,0,1,0,0
10375,0,0,3,0,0,0,0,0,0,0,1,0,0
10376,0,0,4,2,1,0,0,0,0,0,1,0,0
10377,0,0,2,1,0,0,0,0,0,0,0,0,0
10378
10379,0,2,0,0,0,0,2,0,0,0,0,0,0
10380,0,1,1,0,0,0,0,0,0,0,0,0,0
10381,0,1,1,0,0,0,0,0,0,0,0,0,0
10382,0,1,1,0,0,1,0,0,0,0,0,0,0
10383,0,1,0,0,0,1,0,0,0,0,0,0,0
10384,0,1,1,0,0,0,0,0,0,0,0,0,0
10385,2,4,0,0,0,2,0,0,0,1,1,0,0
10386,2,4,0,0,0,2,0,0,0,1,1,0,0
10387,2,4,0,0,0,2,0,0,0,2,1,0,0
10388,1,4,0,0,0,3,0,0,0,2,0,0,0
10389,1,2,6,1,1,3,2,0,0,0,0,0,2
10390,0,1,0,1,0,3,0,0,0,0,0,0,0
10391,0,1,0,0,0,3,0,0,0,0,0,0,0
10392,1,0,3,1,0,0,0,0,0,0,0,0,0
10393,0,2,0,0,0,0,1,0,0,0,0,0,0
10394,0,0,2,1,0,0,0,0,0,0,0,0,0
10395,3,0,6,3,2,4,4,0,0,2,0,0,0
10396,2,0,4,1,0,0,3,0,0,0,1,1,0
10397,2,0,0,0,0,0,1,0,0,0,1,1,0
10398,2,0,0,0,0,1,0,0,0,0,0,0,0
10399,3,0,4,1,0,0,3,0,0,0,0,1,0
10400,1,1,6,3,2,3,4,0,0,2,0,0,0
10401,1,0,5,2,0,3,0,0,0,2,0,0,0
10402,1,0,6,0,1,2,0,0,0,2,0,0,0
10403,2,1,1,0,0,0,1,0,0,0,0,1,0
10404,0,0,1,0,0,2,0,0,0,0,0,0,1
10405,1,0,1,0,0,1,0,0,0,0,0,0,0
10406,2,6,1,0,0,0,2,0,0,0,0,2,2
10407,0,0,0,1,0,0,3,0,0,0,0,0,0
10408,0,0,0,1,0,0,1,0,0,0,0,0,0
10409,0,0,1,0,0,0,1,0,0,0,0,0,0
10410,0,0,1,0,0,0,0,0,0,0,0,0,0
10411,0,0,1,0,0,0,0,0,0,0,0,0,0
10412,1,1,1,0,1,1,0,0,0,0,0,0,0
10413,1,1,1,0,1,2,0,0,0,0,0,0,0
10414,0,0,0,1,0,0,1,0,0,0,0,0,1
10415,0,1,0,0,0,1,0,0,0,0,0,0,0
10416,1,4,0,0,0,4,0,0,0,2,0,0,0
10417,0,0,1,0,0,0,0,0,0,0,0,0,0
10418,0,1,0,0,0,3,0,0,0,0,0,0,0
10419,1,1,1,0,1,2,0,0,0,0,0,0,0
10420,1,1,1,0,1,2,0,0,0,0,0,0,0
10421,0,0,1,0,0,1,0,0,0,0,0,0,1
10422,0,0,1,0,0,1,0,0,0,0,0,0,1
10423,0,0,1,0,0,1,0,0,2,0,0,0,1
10424,1,0,0,0,0,0,0,0,0,0,0,0,0
10425,1,0,0,0,0,0,0,0,0,0,0,0,0
10426,0,1,0,1,0,3,0,0,0,0,0,0,0
10427,1,0,1,0,0,0,0,0,0,1,1,0,0
10428,2,0,2,0,0,0,4,0,0,0,0,0,3
10429,2,0,2,0,0,0,5,0,0,0,0,0,3
10430,0,0,1,0,0,2,0,0,2,0,0,0,0
10431,0,0,0,0,0,2,0,0,2,0,0,0,0
10432,1,1,1,0,1,1,0,0,0,0,0,0,0
10433,1,1,1,0,1,1,0,0,0,0,0,0,0
10434,2,1,1,1,0,0,1,0,0,0,0,1,0
10435,4,2,0,1,2,1,12,0,0,1,0,0,16
10436,2,1,0,1,2,1,14,0,0,1,0,0,19
10437,3,1,0,1,2,1,15,0,0,1,0,0,19
10438,0,1,6,3,2,0,1,0,0,0,0,0,0
10439,0,1,5,3,4,0,1,0,1,0,0,0,0
10440,0,0,3,2,3,0,0,0,1,0,1,0,0
10441,0,0,0,2,2,0,0,0,1,0,1,0,0
10442,0,0,0,0,1,2,0,0,0,0,1,0,0
10443,0,1,0,1,0,3,0,0,0,0,0,0,0
10444,3,5,1,0,0,0,1,0,0,0,0,2,2
10445,0,6,11,1,2,4,1,0,1,3,0,0,0
10446,0,6,1,0,2,3,1,0,0,0,0,0,0
10447,1,3,2,0,0,0,1,0,0,2,0,1,0
10448,1,1,1,0,1,2,0,0,0,0,0,0,0
10449,1,0,1,0,1,5,1,0,2,2,0,0,1
10450,0,0,1,0,1,4,1,0,0,2,0,0,1
10451
10452,1,0,1,0,0,1,0,0,0,0,0,0,0
10453,1,2,1,0,1,1,0,0,0,0,0,0,0
10454,1,2,1,0,1,2,0,0,0,0,0,0,0
10455,0,0,0,1,0,0,1,0,0,0,0,0,1
10456,1,0,2,0,0,0,1,0,0,0,0,0,0
10457
10458,0,0,1,0,0,1,0,0,2,0,0,0,1
10459,0,2,7,3,3,0,1,0,0,0,0,0,0
10460,0,1,11,5,3,0,1,0,0,0,0,0,0
10461,0,1,9,2,3,0,0,0,0,0,0,0,0
10462,2,4,13,4,3,0,0,0,1,0,0,0,0
10463,2,3,12,2,2,0,0,0,1,0,0,0,0
10464,2,3,10,2,2,0,0,0,1,0,0,0,0
10465,1,3,8,1,0,0,0,0,1,0,0,0,0
10466,0,0,0,1,0,0,1,0,0,0,0,0,1
10467
10468,0,2,0,2,0,0,5,0,0,0,0,0,1
10469,0,2,0,2,0,0,5,0,0,0,0,0,1
10470,0,0,0,1,0,0,1,0,0,0,0,0,0
10471
10472,0,1,0,0,0,2,0,0,0,0,0,0,0
10473,0,1,0,1,0,2,0,0,0,0,0,0,0
10474,0,1,0,1,0,0,0,0,0,0,0,0,0
10475,0,1,2,0,0,1,0,0,0,0,0,1,2
10476,0,1,0,0,0,0,0,0,0,0,0,0,1
10477,0,0,0,0,0,5,0,0,0,0,0,0,0
10478,0,0,0,0,0,2,0,0,0,0,0,0,0
10479,2,1,1,1,0,0,0,0,0,0,1,1,0
10480,0,1,12,6,4,0,1,0,0,0,0,0,0
10481,0,1,8,3,3,0,0,0,0,0,0,0,0
10482,0,1,1,0,0,0,0,0,0,0,0,0,0
10483,0,0,1,0,0,0,0,0,0,0,0,0,0
10484
10485,1,2,1,0,1,2,0,0,0,0,0,0,0
10486,1,2,1,0,1,1,0,0,0,0,0,0,0
10487,1,2,1,0,2,1,0,0,0,0,0,0,1
10488,1,2,1,0,3,1,0,0,0,0,0,0,1
10489,1,2,1,0,1,2,0,0,0,0,0,0,0
10490,1,2,1,0,1,1,0,0,0,0,0,0,0
10491,1,2,1,0,2,1,0,0,0,0,0,0,1
10492,0,0,4,3,3,0,1,0,1,0,1,0,0
10493,1,1,6,2,3,0,1,0,1,0,0,0,0
10494,1,0,1,0,0,1,0,0,0,0,0,0,0
10495
10496,0,1,0,0,0,0,0,0,0,0,0,0,0
10497,1,1,4,0,0,0,2,0,0,0,0,1,1
10498,1,0,3,0,0,0,2,0,0,0,0,1,1
10499,1,0,3,0,0,1,2,0,0,0,0,1,1
10500,1,0,3,0,0,1,2,0,0,0,0,1,1
10501,1,0,6,0,0,1,4,0,0,1,0,1,1
10502,1,1,2,0,1,0,1,0,0,0,0,0,1
10503,1,1,0,0,1,1,0,0,0,0,0,0,1
10504,1,1,1,0,1,1,0,1,0,0,0,0,1
10505,0,0,1,0,0,0,0,1,0,0,0,0,0
10506,5,0,3,0,0,1,5,0,0,1,0,0,4
10507,0,1,1,0,1,1,0,0,0,0,0,0,0
10508,1,1,1,0,4,3,0,0,0,0,0,0,0
10509,3,5,1,1,5,6,4,0,1,2,0,0,1
10510,3,3,1,1,3,5,4,0,1,0,0,0,1
10511,1,0,1,0,3,5,0,0,0,0,0,0,0
10512,0,0,1,0,0,0,0,1,0,0,0,0,0
10513,1,1,3,0,1,1,1,1,0,0,0,0,1
10514,1,0,6,0,0,1,4,0,0,1,0,1,1
10515,1,0,3,0,0,0,2,0,0,0,0,1,1
10516,1,1,4,0,0,0,2,0,0,0,0,1,1
10517,0,1,0,0,0,0,0,0,0,0,0,0,0
10518,4,0,10,3,1,0,4,0,0,0,0,0,0
10519,0,0,0,1,0,0,0,0,0,0,0,0,0
10520,1,2,1,0,3,1,0,0,0,0,0,0,1
10521,0,0,1,0,1,6,1,0,0,2,0,0,0
10522,0,0,0,1,0,0,0,0,0,0,0,0,0
10523,0,0,0,1,0,0,0,0,0,0,0,0,0
10524,0,0,0,1,0,0,0,0,0,0,0,0,0
10525
10526
10527,0,0,2,3,2,0,1,0,1,0,1,0,0
10528,0,0,2,2,1,0,1,0,0,0,0,0,0
10529
10530,1,1,0,0,0,0,0,0,0,0,0,0,0
10531,3,6,7,1,4,0,2,0,1,0,1,3,1
10532,2,1,3,0,2,0,0,0,1,0,0,1,0
10533,1,0,1,0,0,1,0,0,0,0,0,1,0
10534,1,0,1,0,0,1,0,0,0,0,0,0,0
10535,0,0,0,1,0,0,1,0,0,0,0,0,0
10536
10537,0,0,0,0,0,0,1,0,0,0,0,0,0
10538,1,1,1,0,3,2,4,0,0,1,0,0,3
